case_number,case_type,case_status,district,main_address,parcel,assigned_to,"Opened
Date","Closed
Date"
TRSH-002135-2018,Trash/Debris,Closed,"Council District
5","415 Hammond Dr, Sandy
Springs, GA 30328",NA,Kenneth Brown,03/28/2018,05/04/2018
TRSH-002194-2018,Trash/Debris,Abated Case,"Council District
5","746 Windsor Pkwy, Sandy
Springs, GA 30342",17 004100020177,Kenneth Brown,04/03/2018,04/10/2018
TRSH-002198-2020,Trash/Debris,Closed,"Council District
5","5555 Roswell Rd, Sandy
Springs, GA 30342",17 0091  LL1607,Kenneth Brown,08/27/2020,10/20/2020
TRSH-002463-2018,Trash/Debris,Closed,"Council District
5","465 Forest Valley Rd,
Sandy Springs, GA 30342",17 006700030415,Kenneth Brown,05/14/2018,05/17/2018
TRSH-002496-2018,Trash/Debris,Closed,"Council District
5","1180 Kingston Dr, Sandy
Springs, GA 30342",17 001500010162,Kenneth Brown,05/16/2018,05/17/2018
TRSH-002505-2020,Trash/Debris,Closed,"Council District
5","5860 Garber Drive,",NA,Kenneth Brown,09/30/2020,10/02/2020
TRSH-002563-2018,Trash/Debris,"Voluntary
Compliance","Council District
5","5975 Roswell Rd, Sandy
Springs, GA 30328",17 0090  LL0519,Shane Peeples,05/29/2018,05/30/2018
TRSH-002776-2020,Trash/Debris,Closed,"Council District
5","765 Hammond Dr, Sandy
Springs, GA 30328",17 0037  LL0598,Kenneth Brown,10/21/2020,10/21/2020
TRSH-002795-2018,Trash/Debris,"Voluntary
Compliance","Council District
5","5901 Roswell Rd, Sandy
Springs, GA 30328",NA,Paula Allen,06/26/2018,07/20/2018
TRSH-002901-2020,Trash/Debris,Closed,"Council District
5","535 High Brook Dr, Sandy
Springs, GA 30342",17 006700030241,Kenneth Brown,11/11/2020,11/11/2020
TRSH-003015-2018,Trash/Debris,Closed,"Council District
5","435 Forest Valley Rd,
Sandy Springs, GA 30342",17 006700040273,Kenneth Brown,08/03/2018,08/13/2018
TRSH-003071-2018,Trash/Debris,Closed,"Council District
5","600 Glenforest Rd, Sandy
Springs, GA 30328",17 007000030105,Kenneth Brown,08/13/2018,08/29/2018
TRSH-003092-2018,Trash/Debris,Abated Case,"Council District
5","290 Hedden St, Sandy
Springs, GA 30342",17 009400011016,Kenneth Brown,08/16/2018,08/17/2018
TRSH-003278-2018,Trash/Debris,Unfounded,"Council District
5","746 Windsor Pkwy, Sandy
Springs, GA 30342",17 004100020177,Kenneth Brown,09/24/2018,09/25/2018
TRSH-003317-2018,Trash/Debris,Closed,"Council District
5","795 Hammond Dr, Sandy
Springs, GA 30328",17 0037  LLC03,Kenneth Brown,10/01/2018,10/09/2018
TRSH-003348-2018,Trash/Debris,Closed,"Council District
5","5060 Falcon Chase Ln,
Sandy Springs, GA 30342",17 001500060290,Kenneth Brown,10/09/2018,10/11/2018
TRSH-003531-2018,Trash/Debris,Closed,"Council District
5","5549 Glenridge Dr, Sandy
Springs, GA 30342",17 006900050148,Kenneth Brown,11/26/2018,11/26/2018
TRSH-003537-2018,Trash/Debris,Closed,"Council District
5","5901 Roswell Rd, Sandy
Springs, GA 30328",17 0090  LL0485,Shane Peeples,11/27/2018,01/31/2019
TRSH-003571-2018,Trash/Debris,Unfounded,"Council District
5","5147 Roswell Rd UNIT 1,
Sandy Springs, GA 30342",17 0092  LL1242,Kenneth Brown,12/06/2018,01/02/2019
TRSH-003580-2018,Trash/Debris,Unfounded,"Council District
5","746 Windsor Pkwy, Sandy
Springs, GA 30342",17 004100020177,Kenneth Brown,12/09/2018,01/18/2019
TRSH-003621-2018,Trash/Debris,Closed,"Council District
5","850 Starlight Cir, Sandy
Springs, GA 30342",17 004100040282,Kenneth Brown,12/19/2018,01/18/2019
TRSH-003631-2021,Trash/Debris,Active,"Council District
5","611 Hammond Dr, Sandy
Springs, GA 30328",17 003700010018,Kenneth Brown,01/13/2021,NA
TRSH-003993-2021,Trash/Debris,Closed,"Council District
5","5501 Glenridge Dr, Sandy
Springs, GA 30342",17 006900050221,Kenneth Brown,03/22/2021,10/18/2021
TRSH-004000-2021,Trash/Debris,Active,Council District 5,"4566 Peachtree Dunwoody Rd, Sandy Springs, GA
30342",17 004100060165,Kenneth Brown,03/23/2021,NA
TRSH-004001-2021,Trash/Debris,Closed,Council District 5,"570 Forestdale Dr, Sandy Springs, GA 30342",17 006700050157,Kenneth Brown,03/23/2021,03/24/2021
TRSH-004077-2021,Trash/Debris,Voluntary Compliance,Council District 5,"316 Hammond Dr, Sandy Springs, GA 30328",17 0037  LL0473,Shawn Wray,04/07/2021,04/13/2021
TRSH-004191-2021,Trash/Debris,Voluntary Compliance,Council District 5,"5610 Glenridge Dr, Sandy Springs, GA 30342",17 0038  LLC01,Shawn Wray,04/29/2021,05/19/2021
TRSH-004200-2021,Trash/Debris,Voluntary Compliance,Council District 5,"5608 Sherrell Dr, Sandy Springs, GA 30342",17 006900040057,Shawn Wray,04/30/2021,05/04/2021
TRSH-004201-2021,Trash/Debris,Unfounded,Council District 5,"5618 Sherrell Dr, Sandy Springs, GA 30342",17 006900040040,Shawn Wray,04/30/2021,05/04/2021
TRSH-004227-2021,Trash/Debris,Closed,"Council District
5","4717 Roswell Rd, Sandy
Springs, GA 30342",17 009400050253,Kenneth Brown,05/07/2021,05/07/2021
TRSH-004246-2021,Trash/Debris,Closed,"Council District
5","4855 Longchamps Dr,
Sandy Springs, GA 30319",17 001400010361,Kenneth Brown,05/11/2021,08/12/2021
TRSH-004556-2021,Trash/Debris,Closed,"Council District
5","225 Trimble Chase Ct,
Sandy Springs, GA 30342",17 001500040185,"Gregory
Copeland",07/14/2021,11/29/2021
TRSH-004557-2021,Trash/Debris,Active,"Council District
5","495 Timber Valley Rd,
Sandy Springs, GA 30342",17 006800010390,"Jacquetta
Crusoe",07/14/2021,NA
TRSH-004559-2021,Trash/Debris,Unfounded,"Council District
5","0 High Point Rd, Sandy
Springs, GA 30342",17 0039  LL1289,Shawn Wray,07/14/2021,07/14/2021
TRSH-004562-2021,Trash/Debris,"Induced
Compliance","Council District
5","105 Tamarisk Dr, Sandy
Springs, GA 30342",17 003800020651,Shawn Wray,07/14/2021,08/23/2021
TRSH-004564-2021,Trash/Debris,New Complaint,"Council District
5","115 Inland Dr, Sandy
Springs, GA 30342",17 003900030055,"Gregory
Copeland",07/14/2021,NA
TRSH-004565-2021,Trash/Debris,New Complaint,"Council District
5","4705 Brinkley Ln, Sandy
Springs, GA 30342",17 006600050653,"Gregory
Copeland",07/14/2021,NA
TRSH-004566-2021,Trash/Debris,"Induced
Compliance","Council District
5","4785 Cherrywood Ln,
Sandy Springs, GA 30342",17 006600050422,Shawn Wray,07/14/2021,08/23/2021
TRSH-004582-2021,Trash/Debris,Closed,"Council District
5","415 Mabry Pl, Sandy
Springs, GA 30319",17 001300050624,Kenneth Brown,07/15/2021,07/21/2021
TRSH-004614-2021,Trash/Debris,Closed,"Council District
5","380 Castleridge Dr, Sandy
Springs, GA 30342",17 006900020174,Kenneth Brown,07/20/2021,07/21/2021
TRSH-004622-2021,Trash/Debris,Closed,"Council District
5","355 Elden Dr, Sandy
Springs, GA 30342",17 006800040249,Kenneth Brown,07/22/2021,08/12/2021
TRSH-004638-2021,Trash/Debris,Closed,"Council District
5","5615 Colton Dr, Sandy
Springs, GA 30342",17 006900030348,Kenneth Brown,07/26/2021,08/12/2021
TRSH-004862-2021,Trash/Debris,Closed,"Council District
5","255 Northland Ridge Trl,
Sandy Springs, GA 30342",17 0040  LL1021,Kenneth Brown,09/07/2021,11/30/2021
TRSH-004923-2021,Trash/Debris,Closed,Council District 5,"5675 Roswell Rd, BLDG 42 A, Sandy Springs, GA
30342",17 0069  LL0623,Kenneth Brown,09/20/2021,09/30/2021
TRSH-005123-2021,Trash/Debris,Active,Council District 5,"471 Hammond Dr, Sandy Springs, GA 30328",17 007000010016,Kenneth Brown,11/08/2021,NA
TRSH-005320-2022,Trash/Debris,Closed,Council District 5,"281 Green Hill Rd, Sandy Springs, GA 30342",17 009200070733,Kenneth Brown,01/03/2022,01/04/2022
TRSH-005360-2022,Trash/Debris,New Complaint,Council District 5,"5925 Roswell Rd, BLDG C, Sandy Springs, GA 30328",17 0090  LL0550,Shawn Wray,01/18/2022,NA
GRA-000217-2019,Grass and Weeds,Abated Case,Council District,"4694 Lake Forrest Dr,",17 011900060014,Jennifer Lee,02/20/2019,03/25/2019
GRA-000248-2019,Grass and Weeds,Unfounded,"Council District
6","0 Northwood Dr, Sandy
Springs, GA 30342",17 0091  LL1136,Jennifer Lee,02/27/2019,03/01/2019
GRA-000497-2019,Grass and Weeds,Closed,"Council District
6","40 Mount Paran Rd, Sandy
Springs, GA 30342",17 009300010217,Kenneth Brown,04/01/2019,04/10/2019
GRA-000621-2017,Grass and Weeds,Transferred,"Council District
6","0 Powers Ferry Rd, Sandy
Springs, GA 30327",17 011900020505,Kenneth Brown,04/25/2017,NA
GRA-000628-2019,Grass and Weeds,Closed,"Council District
6","5265 Long Island Dr, Sandy
Springs, GA 30327",17 012100010759,Kenneth Brown,04/15/2019,05/09/2019
GRA-000629-2019,Grass and Weeds,Closed,"Council District
6","4795 Kitty Hawk Dr, Sandy
Springs, GA 30342",17 009400020454,Kenneth Brown,04/15/2019,10/24/2019
GRA-000630-2019,Grass and Weeds,Closed,"Council District
6","4804 Kitty Hawk Dr, Sandy
Springs, GA 30342",17 009400040155,Kenneth Brown,04/15/2019,10/24/2019
GRA-000671-2020,Grass and Weeds,Closed,"Council District
6","4695 Lake Forrest Dr,
Sandy Springs, GA 30342",17 009400040114,Kenneth Brown,04/20/2020,04/30/2020
GRA-000677-2017,Grass and Weeds,"Voluntary
Compliance","Council District
6","5380 Roswell Rd, Sandy
Springs, GA 30342",17 009200030158,Shane Peeples,05/02/2017,05/18/2017
GRA-000688-2017,Grass and Weeds,Closed,"Council District
6","0 Long Island Dr, Sandy
Springs, GA 30342",17 009300060741,Kenneth Brown,05/03/2017,07/14/2017
GRA-000696-2017,Grass and Weeds,Closed,"Council District
6","4798 Long Island Dr, Sandy
Springs, GA 30342",NA,Kenneth Brown,05/04/2017,05/31/2017
GRA-000697-2017,Grass and Weeds,Transferred,"Council District
6","0 Londonberry Rd, Sandy
Springs, GA 30327",17 0164  LL1013,Kenneth Brown,05/04/2017,NA
GRA-000708-2017,Grass and Weeds,"Voluntary
Compliance","Council District
6","4600 Roswell Rd, Sandy
Springs, GA 30342",17 009400010901,Yvonne Shaw,05/05/2017,11/26/2018
GRA-000709-2017,Grass and Weeds,Closed,"Council District
6","4715 Northside Dr, Sandy
Springs, GA 30327",17 0177  LL0424,Kenneth Brown,05/08/2017,05/11/2017
GRA-000757-2019,Grass and Weeds,Closed,"Council District
6","261 Hedden St, Sandy
Springs, GA 30342",17 009400010729,Kenneth Brown,04/29/2019,05/09/2019
GRA-000770-2017,Grass and Weeds,"Voluntary
Compliance","Council District
6","4550 Roswell Rd, Sandy
Springs, GA 30342",17 009400010679,Shane Peeples,05/16/2017,12/19/2017
GRA-000777-2019,Grass and Weeds,Closed,"Council District
6","301 Londonberry Rd,
Sandy Springs, GA 30327",17 0121  LL0256,Kenneth Brown,05/01/2019,05/14/2019
GRA-000826-2019,Grass and Weeds,Closed,"Council District
6","40 Mount Paran Rd NE,
Sandy Springs, GA 30342",17 009300010217,Kenneth Brown,05/08/2019,05/14/2019
GRA-000843-2019,Grass and Weeds,Closed,"Council District
6","1270 Crest Valley Rd,
Sandy Springs, GA 30327",17 017700010265,Kenneth Brown,05/09/2019,07/24/2019
GRA-000885-2017,Grass and Weeds,Closed,"Council District
6","201 Pine Lake Dr, Sandy
Springs, GA 30327",17 012000020551,Kenneth Brown,06/01/2017,07/14/2017
GRA-000887-2017,Grass and Weeds,Closed,"Council District
6","5015 Lake Forrest Dr,
Sandy Springs, GA 30342",17 009300021784,Kenneth Brown,06/01/2017,06/28/2017
GRA-000904-2019,Grass and Weeds,Closed,"Council District
6","5365 Mount Vernon Pkwy,
Sandy Springs, GA 30327",17 016400010328,Kenneth Brown,05/17/2019,07/11/2019
GRA-000910-2017,Grass and Weeds,"Voluntary
Compliance","Council District
6","5006 Roswell Rd, Sandy
Springs, GA 30342",17 009300021669,Shane Peeples,06/06/2017,06/19/2017
GRA-000912-2017,Grass and Weeds,Closed,Council District,"5015 Lake Forrest Dr,",17 009300021784,Kenneth Brown,06/06/2017,07/24/2017
GRA-000913-2017,Grass and Weeds,Closed,Council District 6,"4545 Lake Forrest Dr, Sandy Springs, GA 30342",17 009400030511,Kenneth Brown,06/06/2017,06/27/2017
GRA-000972-2020,Grass and Weeds,Closed,"Council District
6","72 Hardeman,",NA,Kenneth Brown,05/21/2020,06/05/2020
GRA-000973-2019,Grass and Weeds,"Voluntary
Compliance","Council District
6","4708 Roswell Rd, Sandy
Springs, GA 30342",17 009400020637,Jennifer Lee,05/21/2019,05/29/2019
GRA-000987-2017,Grass and Weeds,Closed,"Council District
6","49 Belle Isle Rd, Sandy
Springs, GA 30342",17 009300020786,Paula Allen,06/15/2017,07/24/2017
GRA-001050-2017,Grass and Weeds,"Voluntary
Compliance","Council District
6","4708 Roswell Rd, Sandy
Springs, GA 30342",NA,Shane Peeples,06/27/2017,07/18/2017
GRA-001112-2019,Grass and Weeds,Abated Case,"Council District
6","1250 Crest Valley Dr,
Sandy Springs, GA 30327",17 017700010240,"No User
Assigned",06/18/2019,06/19/2019
GRA-001168-2017,Grass and Weeds,Closed,"Council District
6","4797 Dudley Ln, Sandy
Springs, GA 30327",NA,Kenneth Brown,07/21/2017,08/30/2017
GRA-001181-2017,Grass and Weeds,Closed,"Council District
6","275 Hedden St, Sandy
Springs, GA 30342",NA,Kenneth Brown,07/25/2017,11/03/2017
GRA-001190-2017,Grass and Weeds,Closed,"Council District
6","459 Brookfield Dr, Sandy
Springs, GA 30342",NA,Kenneth Brown,07/26/2017,07/27/2017
GRA-001262-2017,Grass and Weeds,Unfounded,"Council District
6","5672 Kingsport Dr, Sandy
Springs, GA 30342",17 009100010177,Kenneth Brown,08/07/2017,10/31/2017
GRA-001338-2019,Grass and Weeds,Closed,"Council District
6","365 Glen Lake Dr, Sandy
Springs, GA 30327",17 013300010250,Kenneth Brown,07/25/2019,10/24/2019
GRA-001341-2017,Grass and Weeds,Closed,"Council District
6","4784 Roswell Rd, Sandy
Springs, GA 30342",17 009400020686,Kenneth Brown,08/21/2017,08/21/2017
GRA-001379-2020,Grass and Weeds,Closed,"Council District
6","120 Northwood Drive,",NA,Kenneth Brown,06/18/2020,07/02/2020
GRA-001402-2020,Grass and Weeds,Closed,"Council District
6","5080 Riverview Rd, Sandy
Springs, GA 30327",17 0211  LL0869,Kenneth Brown,06/19/2020,07/14/2020
GRA-001417-2017,Grass and Weeds,Closed,"Council District
6","770 Crest Valley Dr, Sandy
Springs, GA 30327",17 016400020236,Kenneth Brown,09/11/2017,10/31/2017
GRA-001469-2020,Grass and Weeds,Closed,"Council District
6","5655 Long Island Dr NW,
Sandy Springs, GA 30327",17 0122  LL0529,Kenneth Brown,06/29/2020,07/02/2020
GRA-001473-2019,Grass and Weeds,Closed,"Council District
6","73 W Belle Isle Rd, Sandy
Springs, GA 30342",17 009300021982,Kenneth Brown,08/13/2019,08/27/2019
GRA-001490-2017,Grass and Weeds,Closed,"Council District
6","865 Island Dr, Sandy
Springs, GA 30327",17 0163  LL1089,Paula Allen,09/26/2017,03/03/2020
GRA-001522-2019,Grass and Weeds,Closed,"Council District
6","4715 Northside Dr, Sandy
Springs, GA 30327",17 0177  LL0424,Kenneth Brown,08/22/2019,10/24/2019
GRA-001599-2019,Grass and Weeds,Closed,"Council District
6","4888 Jett Rd, Sandy
Springs, GA 30327",17 0176  LL0847,Kenneth Brown,09/06/2019,10/24/2019
GRA-001607-2019,Grass and Weeds,Abated Case,"Council District
6","4904 Lake Forrest Dr,
Sandy Springs, GA 30342",17 011900030207,Terrence Byrd,09/09/2019,09/11/2019
GRA-001638-2019,Grass and Weeds,Closed,"Council District
6","72 Hardeman Rd, Sandy
Springs, GA 30342",17 009300020877,Kenneth Brown,09/17/2019,10/24/2019
GRA-001643-2019,Grass and Weeds,Closed,"Council District
6","5200 Riverview Rd, Sandy
Springs, GA 30327",17 002500020102,Kenneth Brown,09/17/2019,09/18/2019
GRA-001648-2019,Grass and Weeds,Closed,"Council District
6","5100 Riverview Rd, Sandy
Springs, GA 30327",17 0204  LL1528,Kenneth Brown,09/17/2019,09/18/2019
GRA-001700-2019,Grass and Weeds,Closed,Council District 6,"750 Mount Vernon Hwy NW, Sandy Springs, GA
30327",17 016500010145,Kenneth Brown,09/27/2019,09/27/2019
GRA-001701-2019,Grass and Weeds,Closed,Council District 6,"120 Riley Ridge Rd, Sandy Springs, GA 30327",17 016500040084,Kenneth Brown,09/27/2019,09/27/2019
GRA-001733-2019,Grass and Weeds,Closed,Council District 6,"5365 Mount Vernon Pkwy, Sandy Springs, GA 30327",17 016400010328,Kenneth Brown,10/08/2019,10/09/2019
GRA-001832-2020,Grass and Weeds,Closed,Council District 6,"4795 Kitty Hawk Dr, Sandy Springs, GA 30342",17 009400020462,Kenneth Brown,07/20/2020,09/02/2020
GRA-002058-2018,Grass and Weeds,Closed,Council District 6,"154 Osner Dr, Sandy Springs, GA 30342",17 009200050123,Kenneth Brown,03/08/2018,03/19/2018
GRA-002157-2020,Grass and Weeds,Closed,Council District 6,"5475 Mount Vernon Pkwy, Sandy Springs, GA 30327",17 016500020201,Kenneth Brown,08/24/2020,08/26/2020
GRA-002232-2018,Grass and Weeds,Voluntary Compliance,Council District 6,"4784 Roswell Rd, Sandy Springs, GA 30342",NA,Shane Peeples,04/06/2018,04/11/2018
GRA-002287-2018,Grass and Weeds,Closed,Council District 6,"5310 Mount Vernon Pkwy, Sandy Springs, GA 30327",17 016400010096,Kenneth Brown,04/16/2018,05/17/2018
GRA-002350-2018,Grass and Weeds,Voluntary Compliance,Council District 6,"5680 Whitner Dr, Sandy Springs, GA 30327",17 013400010010,Shane Peeples,04/25/2018,05/09/2018
GRA-002373-2018,Grass and Weeds,Closed,Council District 6,"630 Colebrook Ct, Sandy Springs, GA 30327",17 016400010211,Paula Allen,04/30/2018,08/17/2018
GRA-002374-2018,Grass and Weeds,Unfounded,Council District 6,"5365 Mount Vernon Pkwy, Sandy Springs, GA 30327",17 016400010328,Gregory Copeland,04/30/2018,05/01/2018
GRA-002375-2018,Grass and Weeds,Closed,Council District 6,"5335 Mount Vernon Pkwy, Sandy Springs, GA 30327",17 016400010153,Gregory Copeland,04/30/2018,10/07/2018
GRA-002389-2020,Grass and Weeds,Closed,Council District 6,"535 Carol Way,",NA,Kenneth Brown,09/10/2020,10/20/2020
GRA-002398-2018,Grass and Weeds,Unfounded,Council District 6,"4804 Roswell Rd, Sandy Springs, GA 30342",17 009400020058,Gregory Copeland,05/04/2018,05/08/2018
GRA-002399-2020,Grass and Weeds,Active,Council District 6,"5535 Dupree Dr, Sandy Springs, GA 30327",17 0174  LL0310,Kenneth Brown,09/14/2020,NA
GRA-002458-2018,Grass and Weeds,Voluntary Compliance,Council District 6,"5690 Roswell Rd, Sandy Springs, GA 30342",17 0091  LL1276,Shane Peeples,05/11/2018,05/15/2018
GRA-002510-2018,Grass and Weeds,Voluntary Compliance,Council District 6,"4784 Roswell Rd, Sandy Springs, GA 30342",NA,Shane Peeples,05/21/2018,02/19/2019
GRA-002538-2018,Grass and Weeds,Closed,Council District 6,"4932 Powers Ferry Rd, Sandy Springs, GA 30327",17 0136  LL0572,Kenneth Brown,05/22/2018,08/29/2018
GRA-002630-2018,Grass and Weeds,Voluntary Compliance,Council District 6,"4708 Roswell Rd, Sandy Springs, GA 30342",NA,Shane Peeples,06/07/2018,06/20/2018
GRA-002631-2018,Grass and Weeds,Voluntary Compliance,Council District 6,"4784 Roswell Rd, Sandy Springs, GA 30342",NA,Shane Peeples,06/07/2018,06/20/2018
GRA-002724-2018,Grass and Weeds,Closed,Council District 6,"121 Osner Dr, Sandy Springs, GA 30342",17 009200050214,Kenneth Brown,06/18/2018,07/17/2018
GRA-002763-2018,Grass and Weeds,Closed,"Council District
6","330 Glen Lake Dr, Sandy
Springs, GA 30327",NA,Kenneth Brown,06/22/2018,07/02/2018
GRA-002778-2018,Grass and Weeds,Closed,"Council District
6","45 Osner Dr, Sandy
Springs, GA 30342",17 009200050511,Kenneth Brown,06/24/2018,06/25/2018
GRA-002875-2018,Grass and Weeds,Closed,"Council District
6","5325 Mount Vernon Pkwy,
Sandy Springs, GA 30327",17 016400010146,Kenneth Brown,07/11/2018,08/29/2018
GRA-002876-2018,Grass and Weeds,Closed,"Council District
6","5365 Mount Vernon Pkwy,
Sandy Springs, GA 30327",17 016400010328,Kenneth Brown,07/11/2018,07/16/2018
GRA-002918-2018,Grass and Weeds,Closed,"Council District
6","5475 Mount Vernon Pkwy,
Sandy Springs, GA 30327",17 013400020373,Kenneth Brown,07/18/2018,08/15/2018
GRA-003016-2018,Grass and Weeds,Closed,"Council District
6","4698 Conway Dr, Sandy
Springs, GA 30327",17 013700011072,Kenneth Brown,08/03/2018,10/09/2018
GRA-003052-2018,Grass and Weeds,Closed,"Council District
6","770 Crest Valley Dr, Sandy
Springs, GA 30327",17 016400020236,Kenneth Brown,08/08/2018,09/05/2018
GRA-003090-2018,Grass and Weeds,Closed,"Council District
6","4784 Roswell Rd STE,
Sandy Springs, GA 30342",NA,Shane Peeples,08/15/2018,02/19/2019
GRA-003263-2018,Grass and Weeds,Closed,"Council District
6","5200 Riverview Rd, Sandy
Springs, GA 30327",17 0204  LL1452,Kenneth Brown,09/20/2018,10/09/2018
GRA-003274-2018,Grass and Weeds,Closed,"Council District
6","5325 Mount Vernon Pkwy,
Sandy Springs, GA 30327",17 016400010146,Kenneth Brown,09/20/2018,10/09/2018
GRA-003275-2018,Grass and Weeds,Closed,"Council District
6","5365 Mount Vernon Pkwy,
Sandy Springs, GA 30327",17 016400010328,Kenneth Brown,09/20/2018,10/09/2018
GRA-003293-2018,Grass and Weeds,Closed,"Council District
6","865 Island Dr, Sandy
Springs, GA 30327",17 0163  LL1089,Kenneth Brown,09/26/2018,10/09/2018
GRA-003346-2018,Grass and Weeds,Closed,"Council District
6","4621 Dudley Ln, Sandy
Springs, GA 30327",17 011900030306,Kenneth Brown,10/09/2018,10/09/2018
GRA-003352-2018,Grass and Weeds,Closed,"Council District
6","5325 Mount Vernon Pkwy,
Sandy Springs, GA 30327",17 016400010146,Kenneth Brown,10/09/2018,11/06/2018
GRA-003407-2018,Grass and Weeds,Closed,"Council District
6","4621 Dudley Ln, Sandy
Springs, GA 30327",17 011900030306,Kenneth Brown,10/22/2018,11/06/2018
GRA-003506-2018,Grass and Weeds,Unfounded,"Council District
6","146 Osner Dr, Sandy
Springs, GA 30342",17 009200050115,Kenneth Brown,11/19/2018,11/20/2018
GRA-004104-2021,Grass and Weeds,Closed,"Council District
6","4795 Kitty Hawk Dr, Sandy
Springs, GA 30342",17 009400020462,Kenneth Brown,04/13/2021,08/12/2021
GRA-004105-2021,Grass and Weeds,Closed,"Council District
6","4852 Kitty Hawk Dr, Sandy
Springs, GA 30342",17 009300060642,Kenneth Brown,04/13/2021,05/07/2021
GRA-004135-2021,Grass and Weeds,Closed,"Council District
6","5680 Whitner Dr, Sandy
Springs, GA 30327",17 013400010010,Kenneth Brown,04/19/2021,08/12/2021
GRA-004166-2021,Grass and Weeds,"Voluntary
Compliance","Council District
6","5090 Powers Ferry Rd,
Sandy Springs, GA 30327",17 0136  LL1885,Shawn Wray,04/26/2021,06/01/2021
GRA-004276-2021,Grass and Weeds,Closed,"Council District
6","135 Hardeman Rd, Sandy
Springs, GA 30342",17 009300020224,Kenneth Brown,05/17/2021,08/12/2021
GRA-004288-2021,Grass and Weeds,Closed,"Council District
6","40 Mount Paran Rd NE,
Sandy Springs, GA 30342",17 009300010217,Kenneth Brown,05/18/2021,07/23/2021
GRA-004298-2021,Grass and Weeds,Closed,"Council District
6","5200 Riverview Rd, Sandy
Springs, GA 30327",17 0204  LL1452,Kenneth Brown,05/20/2021,08/12/2021
GRA-004302-2021,Grass and Weeds,Closed,Council District 6,"134 Mount Paran Rd NE, Sandy Springs, GA 30342",17 009200010424,Kenneth Brown,05/20/2021,08/12/2021
GRA-004347-2021,Grass and Weeds,Closed,"Council District
6","0 Long Island Ter, Sandy
Springs, GA 30342",17 009300060881,Kenneth Brown,05/28/2021,08/12/2021
GRA-004424-2021,Grass and Weeds,Closed,"Council District
6","178 Mount Paran Rd NW,
Sandy Springs, GA 30327",17 0120  LL1222,Kenneth Brown,06/09/2021,07/23/2021
GRA-004456-2021,Grass and Weeds,"Voluntary
Compliance","Council District
6","4600 Roswell Rd, Sandy
Springs, GA 30342",NA,Shawn Wray,06/18/2021,06/24/2021
GRA-004511-2021,Grass and Weeds,Closed,"Council District
6","5400 Vernon Walk, Sandy
Springs, GA 30327",17 017400080014,Kenneth Brown,07/01/2021,11/30/2021
GRA-004653-2021,Grass and Weeds,Closed,"Council District
6","5530 Glen Errol Rd, Sandy
Springs, GA 30327",17 013400040058,Kenneth Brown,07/27/2021,07/27/2021
GRA-004707-2021,Grass and Weeds,Closed,"Council District
6","4700 Riverview Rd, Sandy
Springs, GA 30327",17 0204  LL1064,Kenneth Brown,08/03/2021,08/10/2021
GRA-004753-2021,Grass and Weeds,Transferred,Council District 6,"578 Mount Vernon Hwy NW, Sandy Springs, GA
30327",17 0134  LL0293,Kenneth Brown,08/13/2021,NA
GRA-004754-2021,Grass and Weeds,Closed,Council District 6,"578 Mount Vernon Hwy NW, Sandy Springs, GA 30327",17 0134  LL0293,Kenneth Brown,08/13/2021,08/30/2021
GRA-005034-2021,Grass and Weeds,Active,"Council District
6","5757 Long Island Dr NW,
Sandy Springs, GA 30327",17 0123  LL0858,Kenneth Brown,10/14/2021,NA
GRA-005084-2021,Grass and Weeds,Closed,"Council District
6","4524 Mystic Dr, Sandy
Springs, GA 30342",17 009400030396,Kenneth Brown,10/27/2021,11/30/2021
PM-000044-2017,Property Maintenance,Closed,Council District 6,"125 Northwood Dr APT 431, Sandy Springs, GA
30342",17 0091  LL1383,Kenneth Brown,01/10/2017,01/10/2017
PM-000058-2020,Property Maintenance,Closed,Council District 6,"1206 Calibre Springs Way, Sandy Springs, GA 30342",17 0091  LL1854,Kenneth Brown,01/15/2020,02/07/2020
PM-000062-2020,Property Maintenance,Closed,Council District 6,"151 Hardeman Rd, Sandy Springs, GA 30342",17 009300020208,Kenneth Brown,01/15/2020,05/11/2020
PM-000085-2017,Property Maintenance,Closed,Council District 6,"567 Tara Trl, Sandy Springs, GA 30327",17 0120  LL1297,Kenneth Brown,01/19/2017,01/20/2017
PM-000088-2020,Property Maintenance,Voluntary Compliance,Council District 6,"5180 Roswell Rd, Sandy Springs, GA 30342",17 009200050578,Shane Peeples,01/22/2020,02/14/2020
PM-000093-2017,Property Maintenance,Closed,Council District 6,"5479 Glenridge Dr, Sandy Springs, GA 30342",17 0121  LL0900,Kenneth Brown,01/23/2017,01/24/2017
PM-000097-2019,Property Maintenance,Closed,Council District 6,"145 Northwood Dr UNIT 1, Sandy Springs, GA 30342",17 009100020366,Gregory Copeland,01/30/2019,02/12/2019
PM-000105-2020,Property Maintenance,Closed,Council District 6,"5520 Whitner Dr, Sandy Springs, GA 30327",17 013400010150,Kenneth Brown,01/24/2020,02/14/2020
PM-000118-2019,Property Maintenance,Induced Compliance,Council District 6,"66 Northwood Dr, Sandy Springs, GA 30342",17 009000010608,Kenneth Brown,01/31/2019,05/09/2019
PM-000119-2019,Property Maintenance,Closed,Council District 6,"5663 Kingsport Dr, Sandy Springs, GA 30342",17 009100010409,Kenneth Brown,01/31/2019,10/24/2019
