"AOSNUMBER","City","County","State","Agency","Type of LEA","Summary","Type of Juris","Technology","Vendor","Link 1","Link 1 Snapshot","Link 1 Source","Link 1 Type","Link 1 Date","Link 2","Link 2 Snapshot","Link 2 Source","Link 2 Type","Link 2 Date","Link 3","Link 3 Snapshot","Link 3 Source","Link 3 Type","Link 3 Date","Other Links"
"AOS8803","West Branch","Ogemaw County","MI","Ogemaw County Central Dispatch","Emergency Services","The Ogemaw County Central Dispatch has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8804","West Branch","Ogemaw County","MI","Ogemaw County Sheriff's Office","Sheriff","The Ogemaw County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8805","Ontonagon","Ontonagon County","MI","Ontonagon County Sheriff's Office","Sheriff","The Ontonagon County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8806","Ontwa Township","Cass County","MI","Ontwa Township Edwardsburg Police Department","Police","The Ontwa Township Edwardsburg Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8807","Orchard Lake Village","Oakland County","MI","Orchard Lake Police Department","Police","The Orchard Lake Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8808","Reed City","Osceola County","MI","Osceola County Sheriff's Office","Sheriff","The Osceola County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8809","Oscoda Township","Iosco County","MI","Oscoda Township Police Department","Police","The Oscoda Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8810","Gaylord","Otsego County","MI","Otsego County Sheriff's Office","Sheriff","The Otsego County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8811","Otsego","Allegan County","MI","Otsego Police Department","Police","The Otsego Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8812","Coopersville","Ottawa County","MI","Ottawa County Sheriff's Office","Sheriff","The Ottawa County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8813","Owosso","Shiawassee County","MI","Owosso Police Department","Police","The Owosso Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8814","Oxford","Oakland County","MI","Oxford Police Department","Police","The Oxford Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8815","Pentwater","Oceana County","MI","Pentwater Police Department","Police","The Pentwater Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8816","Perry","Shiawassee County","MI","Perry Police Department","Police","The Perry Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8817","Petoskey","Emmet County","MI","Petoskey Department Of Public Safety","Police","The Petoskey Department Of Public Safety has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8818","Pinckney","Livingston County","MI","Pinckney Police Department","Police","The Pinckney Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8819","Pittsfield Township","Washtenaw County","MI","Pittsfield Township Department Of Public Safety","Police","The Pittsfield Township Department Of Public Safety has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8820","Plymouth Township","Wayne County","MI","Plymouth Township Police Department","Police","The Plymouth Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8821","Dowagiac","Cass County","MI","Pokagon Tribal Police Department","Police","The Pokagon Tribal Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Tribal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8822","Port Huron","St. Clair County","MI","Port Huron Police Department","Police","The Port Huron Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8823","Portage","Kalamazoo County","MI","Portage Department Of Public Safety","Police","The Portage Department Of Public Safety has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8824","Portland","Ionia County","MI","Portland Police Department","Police","The Portland Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8825","Prairieville Township","Barry County","MI","Prairieville Township Police Department","Police","The Prairieville Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8826","Rogers City","Presque Isle County","MI","Presque Isle County Sheriff's Office","Sheriff","The Presque Isle County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8827","Quincy","Branch County","MI","Quincy Police Department","Police","The Quincy Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8828","Reading","Hillsdale County","MI","Reading Police Department","Police","The Reading Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8829","Redford Township","Wayne County","MI","Redford Township Police Department","Police","The Redford Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8830","Reed City","Osceola County","MI","Reed City Police Department","Police","The Reed City Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8831","Richfield Township","Genesee County","MI","Richfield Township Department Of Public Safety","Police","The Richfield Township Department Of Public Safety has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8832","Richfield Township","Genesee County","MI","Richfield Township Police Department","Police","The Richfield Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8833","Richland","Kalamazoo County","MI","Richland Police Department","Police","The Richland Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8834","Richland Township ","Saginaw County","MI","Richland Township  Police Department","Police","The Richland Township  Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8835","Richmond","Macomb County","MI","Richmond Police Department","Police","The Richmond Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8836","River Rouge","Wayne County","MI","River Rouge Police Department","Police","The River Rouge Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8837","Riverview","Wayne County","MI","Riverview Police Department","Police","The Riverview Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8838","Rockford","Kent County","MI","Rockford Department Of Public Safety","Police","The Rockford Department Of Public Safety has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8839","Rockwood","Wayne County","MI","Rockwood Police Department","Police","The Rockwood Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8840","Romulus","Wayne County","MI","Romulus Police Department","Police","The Romulus Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8841","Roosevelt Park","Muskegon County","MI","Roosevelt Park Police Department","Police","The Roosevelt Park Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8842","Roscommon","Roscommon County","MI","Roscommon County Sheriff's Office","Sheriff","The Roscommon County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8843","Roseville","Macomb County","MI","Roseville Police Department","Police","The Roseville Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8844","Royal Oak","Oakland County","MI","Royal Oak Police Department","Police","The Royal Oak Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8845","Mt. Pleasant","Isabella County","MI","Saginaw Chippewa Tribal Police Department","Police","The Saginaw Chippewa Tribal Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Tribal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8846","Saginaw","Saginaw County","MI","Saginaw County Sheriff's Office","Sheriff","The Saginaw County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8847","Saginaw","Saginaw County","MI","Saginaw Police Department","Police","The Saginaw Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8848","Saginaw Township","Saginaw County","MI","Saginaw Township Police Department","Police","The Saginaw Township Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8849","Frankenlust Township","Bay County","MI","Saginaw Valley State University Police Department","Police","The Saginaw Valley State University Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","University","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8850","Saline","Washtenaw County","MI","Saline Police Department","Police","The Saline Police Department has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","Municipal","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
"AOS8851","Sandusky","Sanilac County","MI","Sanilac County Sheriff's Office","Sheriff","The Sanilac County Sheriff's Office has desktop access to Michigan State Police's face recognition system, the Statewide Network of Agency Photos (SNAP). ","County","Face Recognition","","https://www.documentcloud.org/documents/21217860-agencies-with-desktop-fr-1-19-22","","Michigan State Police","","1/19/2022","https://www.michigan.gov/documents/msp/Facial_Recognition_FAQ_666807_7.pdf","","Michigan State Police","","07/11/1905","https://www.michigan.gov/documents/msp/SNAP_Acceptable_Use_Policy_2016_03_07_533938_7.pdf","","Michigan State Police","","",""
